Age,MonthlyCharge,Bandwidth_GB_Year,Tenure,Churn
0.7209252390349075,-0.003942558795863967,-1.138487026758293,-1.0487462125145348,0
-1.2599571596643748,1.6303258974820913,-1.1858758365750726,-1.2620011592580802,1
-0.14873044819892378,-0.29522481741427764,-0.6121377506525425,-0.709939803296579,0
-0.2453588578915717,-1.2265210716378776,-0.5618571466817585,-0.6595239638828064,0
1.4456383117297669,-0.5280857047971815,-1.4281844686402452,-1.2425512017143743,1
1.4456383117297669,0.2883698820424217,-1.0767888928661473,-1.0409751428135001,0
1.2523814923444712,0.6402676647225805,-0.6796212586964383,-0.8051442122278709,1
-1.115014545125403,-1.3430982633741453,-1.1041299460065446,-1.1444758337339471,1
-0.19704465304524774,-1.2844669060845046,-0.9516201278501973,-0.9948475885163598,0
1.5905809262687387,-0.23618767028397689,-1.319603139560853,-1.1763258177700682,0
-1.4532139790496708,0.05433745551954222,-0.3036692559674181,-0.5770772231059956,0
0.14115478087901998,-0.527764868835358,-1.012157858334297,-0.9078143071046398,0
1.4456383117297669,-0.8193965142531648,-1.0049277035553403,-0.8136641324836795,0
-1.1633287499717269,0.28752742274395915,-0.6606519202176776,-0.6673905557377415,0
-1.115014545125403,-0.2948056836666627,-0.8283261280844844,-0.9252790723682481,1
-0.6801867015084874,0.11704315239957072,-0.7103868401018525,-0.7811957463028438,1
0.4793542148032877,0.5202835849094483,-0.604966841184781,-0.7088806634846492,1
0.3344116002643158,0.6999856072733608,-1.1487550410882605,-1.218636000354586,1
0.3827258051106398,-0.46887827730447623,-0.7135525973023463,-0.6586643495147995,0
-1.4532139790496708,-0.5281706586760181,-0.6581869982279508,-0.8214296515667315,1
-0.7285009063548112,0.28768908662194215,-0.48601005518490786,-0.5321993969828047,0
-1.115014545125403,-1.0509561028982644,-1.280548499448172,-1.2143752859646828,0
-0.05210203850627586,-1.1099082961497284,-1.2261101571312558,-1.054162420093918,0
0.7209252390349075,-0.5280857047971815,-1.1197956245812268,-0.9826308773775781,0
1.0591246729591752,-0.2355068748634973,-1.1539420665647315,-1.0875153205165573,1
1.1557530826518232,-1.866975020280065,-1.1980894716016361,-1.1485071989623208,1
-0.2936730627378957,1.164975772648398,-0.8630365474292174,-0.9122140515257888,1
0.8175536487275554,-0.7601890867604595,-1.360658197363495,-1.25308568712767,1
-1.5981565935886426,0.640588500684404,-0.9760846270524461,-1.2516498984328337,1
0.7692394438812314,1.9800783851314638,-0.7538103880389817,-1.100544923191214,1
-0.3903014724305436,1.3385895268468702,-0.7307735469823262,-0.8866023841903011,0
-0.6318724966621634,-0.5853507438233292,-1.327056348209172,-1.1701197658139526,0
1.397324106883443,1.3385895268468702,-1.0883965188612057,-1.1269605980785402,1
1.0108104681128514,0.05433745551954222,-0.325637960287283,-0.515357688285214,1
0.7692394438812314,2.2132683523558807,-1.0573597060308366,-1.1744634661179154,1
-0.05210203850627586,-0.2361743263770214,-0.9987162631662837,-1.098550980314668,1
-1.3082713645106987,1.3359816663294255,-1.1416648784921675,-1.1804516554861881,1
-1.3565855693570228,-0.7597302473211176,-0.9387813135210594,-1.0349026237845231,0
0.6242968293422596,0.2873682506601193,-1.0426335806062994,-0.9333207387803955,0
0.9141820584202033,-0.5857107032819852,-0.8522085595627125,-0.6990525517323531,0
-1.5498423887423185,-0.0038881119294389916,-0.9528729024515141,-0.9585756452581669,0
0.09284057603269602,-1.517032853534441,-1.1438136302193977,-1.1921811278961985,0
-0.5835582918158394,1.9216367069380744,-1.0373304772544547,-1.1573343176802533,1
-1.018386135432755,0.461841906716059,-0.6295261730645956,-0.6038404254573242,0
-1.5015281838959946,1.6303258974820913,-0.9059206478209695,-0.9729992408161331,1
-0.4386156772768675,1.6895333249747972,-0.7695693630372736,-0.9132841365325185,1
-1.4532139790496708,0.2873682506601193,-0.4610389376855131,-0.4639909371848937,1
-0.4869298821231915,0.5212132337151381,-0.9968953665672087,-0.9492204971909545,1
1.5905809262687387,-1.5756974890841853,-1.2137782923297118,-1.0122593134363107,0
1.4939525165760907,-1.866209270980749,-1.141491117095143,-0.8682032012376165,0
0.43104000995696373,0.28771763745951173,-1.0827246866446159,-1.179286103995116,1
0.7209252390349075,0.35004344052773684,-0.987603634487446,-1.028197013600445,1
0.28609739541799184,-0.527764868835358,-1.219561571144557,-1.0982504698011073,0
-1.066700340279079,-0.06241474400166477,-1.3451806654628662,-1.2470210102072885,1
-0.10041624335259981,-0.2939743326467642,-0.9590338784769216,-0.84890345578031,1
0.2377831905716679,-0.9935207835097114,-0.7101059477125631,-0.7767841860936733,0
0.9624962632665273,-1.3430982633741453,-0.9463779442668685,-0.9440689105057617,1
-0.970071930586431,-0.7011778356590141,-1.113956572196924,-1.0511123200381538,0
0.2377831905716679,1.1067043748174135,-0.6971845015002373,-0.7112042140138669,1
-0.19704465304524774,-1.109587460187905,-1.2427450832676,-1.0321779935297548,0
-1.3082713645106987,-0.1783876640142341,-1.0549910532099382,-1.1971666963493675,0
-1.3565855693570228,0.5205277108721246,-1.2299127028999968,-1.217064843981979,0
-0.5352440869695154,-0.4696984734702173,-0.9042238189449593,-1.004687944054223,1
1.349009902037119,-1.8658884350189253,-1.0508905657906205,-0.8424395136518485,0
-0.4869298821231915,-1.0511200024046383,-1.0565378508930574,-0.9413617104198202,0
0.4793542148032877,0.2873377436477077,-0.8336592668715122,-1.0063503593212735,0
0.8175536487275554,2.1546369950662405,-1.0914020361249135,-1.136647339560296,1
1.204067287498147,0.8147127699409505,-0.9469736323443295,-0.897668116819726,1
-0.2453588578915717,-0.4695393013863775,-0.7247032039911849,-0.8427690800818175,0
0.4793542148032877,0.640588500684404,-1.0397744216209008,-1.222397924809372,1
0.3344116002643158,0.9322307187614737,-0.32745582419199754,-0.40106534597502425,1
1.6388951311150628,1.9211261918800002,-0.9721163526597876,-1.1646362483309787,1
0.044526371186372066,-0.877342348699792,-1.175947892399839,-1.0039495234861058,0
-0.8734435208937832,1.9215319817206598,-0.8303303660906955,-0.9581887685311218,1
0.8175536487275554,0.9860394995838015,-1.2555429575499903,-1.215788277635197,1
0.6726110341885836,2.271389194587447,-0.7982108653567063,-1.1002128472441375,1
-0.3419872675842196,0.6413542499837201,-1.200929620485428,-1.2644336683865323,1
-0.14873044819892378,-0.528329830759858,-0.4422100028420828,-0.5440781385004404,0
-1.4048997742033467,1.5716945401924507,-0.33490867904885585,-0.3735551939271544,1
-1.5981565935886426,-1.0509561028982644,-1.0355147188917275,-0.9397433004255127,0
-1.1633287499717269,0.3489568552665972,-0.7418386314156246,-0.9340552416411959,1
-1.066700340279079,-0.06129488048042159,-1.1207297184238962,-1.0095383021188133,0
0.9141820584202033,0.461841906716059,-0.6796289875594311,-0.5700715863023738,0
0.8658678535738794,-1.2254012081166343,-0.6893704782348775,-0.7631313820818934,0
-1.018386135432755,0.5212132337151381,-1.2633242702298089,-1.2203746498243107,0
-0.970071930586431,-0.7607651569635242,-1.294961877523146,-1.216563604813229,0
0.6726110341885836,-1.3423325140748292,-1.2806620831646804,-1.1298654689649816,0
0.6242968293422596,0.8153935653614302,-1.196710931984345,-1.1649919769570969,1
-1.5498423887423185,0.3489568552665972,-0.9148601251516167,-1.1632955113217682,1
0.3827258051106398,-0.877342348699792,-1.3722811944099786,-1.1487493215265967,0
1.0591246729591752,0.4621627426778819,-1.3649151375813087,-1.2229629659810055,1
0.4793542148032877,1.1644652575903236,-0.5739715644146094,-0.7817677075182011,1
0.7209252390349075,-0.23650850624580042,-1.3492481091899242,-1.1819512034484458,0
-1.018386135432755,-0.2944848477048392,-0.41687806884937645,-0.5587841492805086,1
1.107438877805499,0.28771763745951173,-0.5302864785083787,-0.6104796192871619,0
-1.1633287499717269,1.6888525295543177,-1.0220769691636888,-1.1290322320588329,1
1.4456383117297669,-1.109587460187905,-1.3101560981552667,-1.0487164707506864,0
-1.4532139790496708,0.3460540548161849,-0.6569729635856485,-0.8149942242027054,1
1.300695697190795,-0.23576853653636196,-0.6113689289965863,-0.5375799172366114,0
-1.5981565935886426,0.22921690141614137,-1.0639684289234828,-1.0410575545217873,0
0.7692394438812314,1.1652310068896399,-0.7258906646891963,-0.7587740335084161,1
-1.018386135432755,0.22921690141614137,-0.912801287206242,-0.8846417458536696,0
-0.003787833659951896,1.1070252107792369,-1.1824675306392913,-1.2095985706319008,1
-1.3565855693570228,-0.06257391608550461,-0.6890991882336619,-0.6542771991965506,0
0.7692394438812314,0.7530936583220611,-0.502273320073992,-0.4437698223475185,1
0.8658678535738794,0.7530936583220611,-1.1742699134102108,-1.1611375737940632,1
